10:3:56310000000:58350000000:19:H:/DetectiveConan/Rips/10-3\title_t00.mkv:Chapter 19
10:3:58350000000:58660000000:20:H:/DetectiveConan/Rips/10-3\title_t00.mkv:Chapter 20
10:4:0:1030000000:1:H:/DetectiveConan/Rips/10-4\title_t00.mkv:Chapter 01
10:4:1030000000:6260000000:2:H:/DetectiveConan/Rips/10-4\title_t00.mkv:Chapter 02
10:4:6260000000:10620000000:3:H:/DetectiveConan/Rips/10-4\title_t00.mkv:Chapter 03
10:4:10620000000:14120000000:4:H:/DetectiveConan/Rips/10-4\title_t00.mkv:Chapter 04
10:4:14120000000:21390000000:5:H:/DetectiveConan/Rips/10-4\title_t00.mkv:Chapter 05
10:4:21390000000:25800000000:6:H:/DetectiveConan/Rips/10-4\title_t00.mkv:Chapter 06
10:4:25800000000:30780000000:7:H:/DetectiveConan/Rips/10-4\title_t00.mkv:Chapter 07
10:4:30780000000:35510000000:8:H:/DetectiveConan/Rips/10-4\title_t00.mkv:Chapter 08
10:4:35510000000:38690000000:9:H:/DetectiveConan/Rips/10-4\title_t00.mkv:Chapter 09
10:4:38690000000:44460000000:10:H:/DetectiveConan/Rips/10-4\title_t00.mkv:Chapter 10
10:4:44460000000:52310000000:11:H:/DetectiveConan/Rips/10-4\title_t00.mkv:Chapter 11
10:4:52310000000:54970000000:12:H:/DetectiveConan/Rips/10-4\title_t00.mkv:Chapter 12
10:4:54970000000:55390000000:13:H:/DetectiveConan/Rips/10-4\title_t00.mkv:Chapter 13
10:4:55390000000:56400000000:14:H:/DetectiveConan/Rips/10-4\title_t00.mkv:Chapter 14
10:4:56400000000:63620000000:15:H:/DetectiveConan/Rips/10-4\title_t00.mkv:Chapter 15
10:4:63620000000:68150000000:16:H:/DetectiveConan/Rips/10-4\title_t00.mkv:Chapter 16
10:4:68150000000:69650000000:17:H:/DetectiveConan/Rips/10-4\title_t00.mkv:Chapter 17
10:4:69650000000:70060000000:18:H:/DetectiveConan/Rips/10-4\title_t00.mkv:Chapter 18
10:5:0:1010000000:1:H:/DetectiveConan/Rips/10-5\title_t00.mkv:Chapter 01
10:5:1010000000:6630000000:2:H:/DetectiveConan/Rips/10-5\title_t00.mkv:Chapter 02
10:5:6630000000:13410000000:3:H:/DetectiveConan/Rips/10-5\title_t00.mkv:Chapter 03
10:5:13410000000:14270000000:4:H:/DetectiveConan/Rips/10-5\title_t00.mkv:Chapter 04
10:5:14270000000:14690000000:5:H:/DetectiveConan/Rips/10-5\title_t00.mkv:Chapter 05
10:5:14690000000:15710000000:6:H:/DetectiveConan/Rips/10-5\title_t00.mkv:Chapter 06
10:5:15710000000:21880000000:7:H:/DetectiveConan/Rips/10-5\title_t00.mkv:Chapter 07
10:5:21880000000:27230000000:8:H:/DetectiveConan/Rips/10-5\title_t00.mkv:Chapter 08
10:5:27230000000:28970000000:9:H:/DetectiveConan/Rips/10-5\title_t00.mkv:Chapter 09
10:5:28970000000:29390000000:10:H:/DetectiveConan/Rips/10-5\title_t00.mkv:Chapter 10
10:5:29390000000:30420000000:11:H:/DetectiveConan/Rips/10-5\title_t00.mkv:Chapter 11
10:5:30420000000:37430000000:12:H:/DetectiveConan/Rips/10-5\title_t00.mkv:Chapter 12
10:5:37430000000:42820000000:13:H:/DetectiveConan/Rips/10-5\title_t00.mkv:Chapter 13
10:5:42820000000:43670000000:14:H:/DetectiveConan/Rips/10-5\title_t00.mkv:Chapter 14
10:5:43670000000:44090000000:15:H:/DetectiveConan/Rips/10-5\title_t00.mkv:Chapter 15
10:5:44090000000:45120000000:16:H:/DetectiveConan/Rips/10-5\title_t00.mkv:Chapter 16
10:5:45120000000:50700000000:17:H:/DetectiveConan/Rips/10-5\title_t00.mkv:Chapter 17
10:5:50700000000:56060000000:18:H:/DetectiveConan/Rips/10-5\title_t00.mkv:Chapter 18
10:5:56060000000:58370000000:19:H:/DetectiveConan/Rips/10-5\title_t00.mkv:Chapter 19
10:5:58370000000:58780000000:20:H:/DetectiveConan/Rips/10-5\title_t00.mkv:Chapter 20
10:6:0:1010000000:1:H:/DetectiveConan/Rips/10-6\title_t00.mkv:Chapter 01
10:6:1010000000:6040000000:2:H:/DetectiveConan/Rips/10-6\title_t00.mkv:Chapter 02
10:6:6040000000:13420000000:3:H:/DetectiveConan/Rips/10-6\title_t00.mkv:Chapter 03
10:6:13420000000:14260000000:4:H:/DetectiveConan/Rips/10-6\title_t00.mkv:Chapter 04
10:6:14260000000:14680000000:5:H:/DetectiveConan/Rips/10-6\title_t00.mkv:Chapter 05
10:6:14680000000:15700000000:6:H:/DetectiveConan/Rips/10-6\title_t00.mkv:Chapter 06
10:6:15700000000:22120000000:7:H:/DetectiveConan/Rips/10-6\title_t00.mkv:Chapter 07
10:6:22120000000:26970000000:8:H:/DetectiveConan/Rips/10-6\title_t00.mkv:Chapter 08
10:6:26970000000:28950000000:9:H:/DetectiveConan/Rips/10-6\title_t00.mkv:Chapter 09
10:6:28950000000:29370000000:10:H:/DetectiveConan/Rips/10-6\title_t00.mkv:Chapter 10
10:6:29370000000:30390000000:11:H:/DetectiveConan/Rips/10-6\title_t00.mkv:Chapter 11
10:6:30390000000:36480000000:12:H:/DetectiveConan/Rips/10-6\title_t00.mkv:Chapter 12
10:6:36480000000:42780000000:13:H:/DetectiveConan/Rips/10-6\title_t00.mkv:Chapter 13
10:6:42780000000:43640000000:14:H:/DetectiveConan/Rips/10-6\title_t00.mkv:Chapter 14
10:6:43640000000:44060000000:15:H:/DetectiveConan/Rips/10-6\title_t00.mkv:Chapter 15
10:6:44060000000:45070000000:16:H:/DetectiveConan/Rips/10-6\title_t00.mkv:Chapter 16
10:6:45070000000:50440000000:17:H:/DetectiveConan/Rips/10-6\title_t00.mkv:Chapter 17
10:6:50440000000:56890000000:18:H:/DetectiveConan/Rips/10-6\title_t00.mkv:Chapter 18
10:6:56890000000:58320000000:19:H:/DetectiveConan/Rips/10-6\title_t00.mkv:Chapter 19
10:6:58320000000:58730000000:20:H:/DetectiveConan/Rips/10-6\title_t00.mkv:Chapter 20
10:7:0:1020000000:1:H:/DetectiveConan/Rips/10-7\title_t00.mkv:Chapter 01
10:7:1020000000:8640000000:2:H:/DetectiveConan/Rips/10-7\title_t00.mkv:Chapter 02
10:7:8640000000:12790000000:3:H:/DetectiveConan/Rips/10-7\title_t00.mkv:Chapter 03
10:7:12790000000:14270000000:4:H:/DetectiveConan/Rips/10-7\title_t00.mkv:Chapter 04
10:7:14270000000:14680000000:5:H:/DetectiveConan/Rips/10-7\title_t00.mkv:Chapter 05
10:7:14680000000:15700000000:6:H:/DetectiveConan/Rips/10-7\title_t00.mkv:Chapter 06
10:7:15700000000:23300000000:7:H:/DetectiveConan/Rips/10-7\title_t00.mkv:Chapter 07
10:7:23300000000:28100000000:8:H:/DetectiveConan/Rips/10-7\title_t00.mkv:Chapter 08
10:7:28100000000:28950000000:9:H:/DetectiveConan/Rips/10-7\title_t00.mkv:Chapter 09
10:7:28950000000:29370000000:10:H:/DetectiveConan/Rips/10-7\title_t00.mkv:Chapter 10
10:7:29370000000:30390000000:11:H:/DetectiveConan/Rips/10-7\title_t00.mkv:Chapter 11
10:7:30390000000:36950000000:12:H:/DetectiveConan/Rips/10-7\title_t00.mkv:Chapter 12
10:7:36950000000:42450000000:13:H:/DetectiveConan/Rips/10-7\title_t00.mkv:Chapter 13
10:7:42450000000:43640000000:14:H:/DetectiveConan/Rips/10-7\title_t00.mkv:Chapter 14
10:7:43640000000:44060000000:15:H:/DetectiveConan/Rips/10-7\title_t00.mkv:Chapter 15
10:7:44060000000:45070000000:16:H:/DetectiveConan/Rips/10-7\title_t00.mkv:Chapter 16
10:7:45070000000:52950000000:17:H:/DetectiveConan/Rips/10-7\title_t00.mkv:Chapter 17
10:7:52950000000:57200000000:18:H:/DetectiveConan/Rips/10-7\title_t00.mkv:Chapter 18
10:7:57200000000:58320000000:19:H:/DetectiveConan/Rips/10-7\title_t00.mkv:Chapter 19
10:7:58320000000:58730000000:20:H:/DetectiveConan/Rips/10-7\title_t00.mkv:Chapter 20
10:8:0:1010000000:1:H:/DetectiveConan/Rips/10-8\title_t00.mkv:Chapter 01
10:8:1010000000:7230000000:2:H:/DetectiveConan/Rips/10-8\title_t00.mkv:Chapter 02
10:8:7230000000:13410000000:3:H:/DetectiveConan/Rips/10-8\title_t00.mkv:Chapter 03
10:8:13410000000:14260000000:4:H:/DetectiveConan/Rips/10-8\title_t00.mkv:Chapter 04
10:8:14260000000:14680000000:5:H:/DetectiveConan/Rips/10-8\title_t00.mkv:Chapter 05
10:8:14680000000:15700000000:6:H:/DetectiveConan/Rips/10-8\title_t00.mkv:Chapter 06
10:8:15700000000:22890000000:7:H:/DetectiveConan/Rips/10-8\title_t00.mkv:Chapter 07
10:8:22890000000:26930000000:8:H:/DetectiveConan/Rips/10-8\title_t00.mkv:Chapter 08
10:8:26930000000:28950000000:9:H:/DetectiveConan/Rips/10-8\title_t00.mkv:Chapter 09
10:8:28950000000:29370000000:10:H:/DetectiveConan/Rips/10-8\title_t00.mkv:Chapter 10
10:8:29370000000:30380000000:11:H:/DetectiveConan/Rips/10-8\title_t00.mkv:Chapter 11
10:8:30380000000:37250000000:12:H:/DetectiveConan/Rips/10-8\title_t00.mkv:Chapter 12
10:8:37250000000:42780000000:13:H:/DetectiveConan/Rips/10-8\title_t00.mkv:Chapter 13
10:8:42780000000:43630000000:14:H:/DetectiveConan/Rips/10-8\title_t00.mkv:Chapter 14
10:8:43630000000:44050000000:15:H:/DetectiveConan/Rips/10-8\title_t00.mkv:Chapter 15
10:8:44050000000:45070000000:16:H:/DetectiveConan/Rips/10-8\title_t00.mkv:Chapter 16
10:8:45070000000:52510000000:17:H:/DetectiveConan/Rips/10-8\title_t00.mkv:Chapter 17
10:8:52510000000:57120000000:18:H:/DetectiveConan/Rips/10-8\title_t00.mkv:Chapter 18
10:8:57120000000:58320000000:19:H:/DetectiveConan/Rips/10-8\title_t00.mkv:Chapter 19
10:8:58320000000:58730000000:20:H:/DetectiveConan/Rips/10-8\title_t00.mkv:Chapter 20
10:9:0:1010000000:1:H:/DetectiveConan/Rips/10-9\title_t00.mkv:Chapter 01
10:9:1010000000:8020000000:2:H:/DetectiveConan/Rips/10-9\title_t00.mkv:Chapter 02
10:9:8020000000:13410000000:3:H:/DetectiveConan/Rips/10-9\title_t00.mkv:Chapter 03
10:9:13410000000:14260000000:4:H:/DetectiveConan/Rips/10-9\title_t00.mkv:Chapter 04
10:9:14260000000:14690000000:5:H:/DetectiveConan/Rips/10-9\title_t00.mkv:Chapter 05
10:9:14690000000:15700000000:6:H:/DetectiveConan/Rips/10-9\title_t00.mkv:Chapter 06
10:9:15700000000:22840000000:7:H:/DetectiveConan/Rips/10-9\title_t00.mkv:Chapter 07
10:9:22840000000:27440000000:8:H:/DetectiveConan/Rips/10-9\title_t00.mkv:Chapter 08
10:9:27440000000:28950000000:9:H:/DetectiveConan/Rips/10-9\title_t00.mkv:Chapter 09
10:9:28950000000:29370000000:10:H:/DetectiveConan/Rips/10-9\title_t00.mkv:Chapter 10
10:9:29370000000:30390000000:11:H:/DetectiveConan/Rips/10-9\title_t00.mkv:Chapter 11
10:9:30390000000:37850000000:12:H:/DetectiveConan/Rips/10-9\title_t00.mkv:Chapter 12
10:9:37850000000:42790000000:13:H:/DetectiveConan/Rips/10-9\title_t00.mkv:Chapter 13
10:9:42790000000:43640000000:14:H:/DetectiveConan/Rips/10-9\title_t00.mkv:Chapter 14
10:9:43640000000:44060000000:15:H:/DetectiveConan/Rips/10-9\title_t00.mkv:Chapter 15
10:9:44060000000:45070000000:16:H:/DetectiveConan/Rips/10-9\title_t00.mkv:Chapter 16
10:9:45070000000:52270000000:17:H:/DetectiveConan/Rips/10-9\title_t00.mkv:Chapter 17
10:9:52270000000:57470000000:18:H:/DetectiveConan/Rips/10-9\title_t00.mkv:Chapter 18
10:9:57470000000:58320000000:19:H:/DetectiveConan/Rips/10-9\title_t00.mkv:Chapter 19
10:9:58320000000:58730000000:20:H:/DetectiveConan/Rips/10-9\title_t00.mkv:Chapter 20
11:1:0:1010000000:1:H:/DetectiveConan/Rips/11-1\title_t00.mkv:Chapter 01
11:1:1010000000:7580000000:2:H:/DetectiveConan/Rips/11-1\title_t00.mkv:Chapter 02
11:1:7580000000:13410000000:3:H:/DetectiveConan/Rips/11-1\title_t00.mkv:Chapter 03
11:1:13410000000:14260000000:4:H:/DetectiveConan/Rips/11-1\title_t00.mkv:Chapter 04
11:1:14260000000:14680000000:5:H:/DetectiveConan/Rips/11-1\title_t00.mkv:Chapter 05
11:1:14680000000:15700000000:6:H:/DetectiveConan/Rips/11-1\title_t00.mkv:Chapter 06
11:1:15700000000:20630000000:7:H:/DetectiveConan/Rips/11-1\title_t00.mkv:Chapter 07
11:1:20630000000:28100000000:8:H:/DetectiveConan/Rips/11-1\title_t00.mkv:Chapter 08
11:1:28100000000:28950000000:9:H:/DetectiveConan/Rips/11-1\title_t00.mkv:Chapter 09
11:1:28950000000:29370000000:10:H:/DetectiveConan/Rips/11-1\title_t00.mkv:Chapter 10
11:1:29370000000:30380000000:11:H:/DetectiveConan/Rips/11-1\title_t00.mkv:Chapter 11
11:1:30380000000:37360000000:12:H:/DetectiveConan/Rips/11-1\title_t00.mkv:Chapter 12
11:1:37360000000:41910000000:13:H:/DetectiveConan/Rips/11-1\title_t00.mkv:Chapter 13
11:1:41910000000:43630000000:14:H:/DetectiveConan/Rips/11-1\title_t00.mkv:Chapter 14
11:1:43630000000:44050000000:15:H:/DetectiveConan/Rips/11-1\title_t00.mkv:Chapter 15
11:1:44050000000:45070000000:16:H:/DetectiveConan/Rips/11-1\title_t00.mkv:Chapter 16
11:1:45070000000:52660000000:17:H:/DetectiveConan/Rips/11-1\title_t00.mkv:Chapter 17
11:1:52660000000:56950000000:18:H:/DetectiveConan/Rips/11-1\title_t00.mkv:Chapter 18
11:1:56950000000:58320000000:19:H:/DetectiveConan/Rips/11-1\title_t00.mkv:Chapter 19
11:1:58320000000:58730000000:20:H:/DetectiveConan/Rips/11-1\title_t00.mkv:Chapter 20
11:2:0:1010000000:1:H:/DetectiveConan/Rips/11-2\title_t00.mkv:Chapter 01
11:2:1010000000:8110000000:2:H:/DetectiveConan/Rips/11-2\title_t00.mkv:Chapter 02
11:2:8110000000:13410000000:3:H:/DetectiveConan/Rips/11-2\title_t00.mkv:Chapter 03
11:2:13410000000:14260000000:4:H:/DetectiveConan/Rips/11-2\title_t00.mkv:Chapter 04
11:2:14260000000:14680000000:5:H:/DetectiveConan/Rips/11-2\title_t00.mkv:Chapter 05
11:2:14680000000:15700000000:6:H:/DetectiveConan/Rips/11-2\title_t00.mkv:Chapter 06
11:2:15700000000:22110000000:7:H:/DetectiveConan/Rips/11-2\title_t00.mkv:Chapter 07
11:2:22110000000:28100000000:8:H:/DetectiveConan/Rips/11-2\title_t00.mkv:Chapter 08
11:2:28100000000:28950000000:9:H:/DetectiveConan/Rips/11-2\title_t00.mkv:Chapter 09
11:2:28950000000:29370000000:10:H:/DetectiveConan/Rips/11-2\title_t00.mkv:Chapter 10
11:2:29370000000:30380000000:11:H:/DetectiveConan/Rips/11-2\title_t00.mkv:Chapter 11
11:2:30380000000:35610000000:12:H:/DetectiveConan/Rips/11-2\title_t00.mkv:Chapter 12
11:2:35610000000:42190000000:13:H:/DetectiveConan/Rips/11-2\title_t00.mkv:Chapter 13
11:2:42190000000:43630000000:14:H:/DetectiveConan/Rips/11-2\title_t00.mkv:Chapter 14
11:2:43630000000:44050000000:15:H:/DetectiveConan/Rips/11-2\title_t00.mkv:Chapter 15
11:2:44050000000:45070000000:16:H:/DetectiveConan/Rips/11-2\title_t00.mkv:Chapter 16
11:2:45070000000:52120000000:17:H:/DetectiveConan/Rips/11-2\title_t00.mkv:Chapter 17
11:2:52120000000:56890000000:18:H:/DetectiveConan/Rips/11-2\title_t00.mkv:Chapter 18
11:2:56890000000:58320000000:19:H:/DetectiveConan/Rips/11-2\title_t00.mkv:Chapter 19
11:2:58320000000:58730000000:20:H:/DetectiveConan/Rips/11-2\title_t00.mkv:Chapter 20
11:3:0:1010000000:1:H:/DetectiveConan/Rips/11-3\title_t00.mkv:Chapter 01
11:3:1010000000:8120000000:2:H:/DetectiveConan/Rips/11-3\title_t00.mkv:Chapter 02
11:3:8120000000:13410000000:3:H:/DetectiveConan/Rips/11-3\title_t00.mkv:Chapter 03
11:3:13410000000:14260000000:4:H:/DetectiveConan/Rips/11-3\title_t00.mkv:Chapter 04
11:3:14260000000:14680000000:5:H:/DetectiveConan/Rips/11-3\title_t00.mkv:Chapter 05
11:3:14680000000:15700000000:6:H:/DetectiveConan/Rips/11-3\title_t00.mkv:Chapter 06
11:3:15700000000:21850000000:7:H:/DetectiveConan/Rips/11-3\title_t00.mkv:Chapter 07
11:3:21850000000:27580000000:8:H:/DetectiveConan/Rips/11-3\title_t00.mkv:Chapter 08
11:3:27580000000:28950000000:9:H:/DetectiveConan/Rips/11-3\title_t00.mkv:Chapter 09
11:3:28950000000:29370000000:10:H:/DetectiveConan/Rips/11-3\title_t00.mkv:Chapter 10
11:3:29370000000:30380000000:11:H:/DetectiveConan/Rips/11-3\title_t00.mkv:Chapter 11
11:3:30380000000:36590000000:12:H:/DetectiveConan/Rips/11-3\title_t00.mkv:Chapter 12
11:3:36590000000:42780000000:13:H:/DetectiveConan/Rips/11-3\title_t00.mkv:Chapter 13
11:3:42780000000:43630000000:14:H:/DetectiveConan/Rips/11-3\title_t00.mkv:Chapter 14
11:3:43630000000:44050000000:15:H:/DetectiveConan/Rips/11-3\title_t00.mkv:Chapter 15
11:3:44050000000:45070000000:16:H:/DetectiveConan/Rips/11-3\title_t00.mkv:Chapter 16
11:3:45070000000:51430000000:17:H:/DetectiveConan/Rips/11-3\title_t00.mkv:Chapter 17
11:3:51430000000:57030000000:18:H:/DetectiveConan/Rips/11-3\title_t00.mkv:Chapter 18
11:3:57030000000:58320000000:19:H:/DetectiveConan/Rips/11-3\title_t00.mkv:Chapter 19
11:3:58320000000:58730000000:20:H:/DetectiveConan/Rips/11-3\title_t00.mkv:Chapter 20
11:4:0:1020000000:1:H:/DetectiveConan/Rips/11-4\title_t00.mkv:Chapter 01
11:4:1020000000:7940000000:2:H:/DetectiveConan/Rips/11-4\title_t00.mkv:Chapter 02
11:4:7940000000:13420000000:3:H:/DetectiveConan/Rips/11-4\title_t00.mkv:Chapter 03
11:4:13420000000:14270000000:4:H:/DetectiveConan/Rips/11-4\title_t00.mkv:Chapter 04
11:4:14270000000:14690000000:5:H:/DetectiveConan/Rips/11-4\title_t00.mkv:Chapter 05
11:4:14690000000:15710000000:6:H:/DetectiveConan/Rips/11-4\title_t00.mkv:Chapter 06
11:4:15710000000:22500000000:7:H:/DetectiveConan/Rips/11-4\title_t00.mkv:Chapter 07
11:4:22500000000:27650000000:8:H:/DetectiveConan/Rips/11-4\title_t00.mkv:Chapter 08
11:4:27650000000:28960000000:9:H:/DetectiveConan/Rips/11-4\title_t00.mkv:Chapter 09
11:4:28960000000:29380000000:10:H:/DetectiveConan/Rips/11-4\title_t00.mkv:Chapter 10
11:4:29380000000:30400000000:11:H:/DetectiveConan/Rips/11-4\title_t00.mkv:Chapter 11
11:4:30400000000:37140000000:12:H:/DetectiveConan/Rips/11-4\title_t00.mkv:Chapter 12
11:4:37140000000:42750000000:13:H:/DetectiveConan/Rips/11-4\title_t00.mkv:Chapter 13
11:4:42750000000:43650000000:14:H:/DetectiveConan/Rips/11-4\title_t00.mkv:Chapter 14
11:4:43650000000:44070000000:15:H:/DetectiveConan/Rips/11-4\title_t00.mkv:Chapter 15
11:4:44070000000:45090000000:16:H:/DetectiveConan/Rips/11-4\title_t00.mkv:Chapter 16
11:4:45090000000:52000000000:17:H:/DetectiveConan/Rips/11-4\title_t00.mkv:Chapter 17
11:4:52000000000:56860000000:18:H:/DetectiveConan/Rips/11-4\title_t00.mkv:Chapter 18
11:4:56860000000:58340000000:19:H:/DetectiveConan/Rips/11-4\title_t00.mkv:Chapter 19
11:4:58340000000:58750000000:20:H:/DetectiveConan/Rips/11-4\title_t00.mkv:Chapter 20
11:5:0:290000000:1:H:/DetectiveConan/Rips/11-5\title_t00.mkv:Chapter 01
11:5:290000000:3620000000:2:H:/DetectiveConan/Rips/11-5\title_t00.mkv:Chapter 02
11:5:3620000000:4980000000:3:H:/DetectiveConan/Rips/11-5\title_t00.mkv:Chapter 03
11:5:4980000000:10400000000:4:H:/DetectiveConan/Rips/11-5\title_t00.mkv:Chapter 04
11:5:10400000000:14860000000:5:H:/DetectiveConan/Rips/11-5\title_t00.mkv:Chapter 05
11:5:14860000000:17610000000:6:H:/DetectiveConan/Rips/11-5\title_t00.mkv:Chapter 06
11:5:17610000000:21050000000:7:H:/DetectiveConan/Rips/11-5\title_t00.mkv:Chapter 07
11:5:21050000000:24370000000:8:H:/DetectiveConan/Rips/11-5\title_t00.mkv:Chapter 08
11:5:24370000000:32140000000:9:H:/DetectiveConan/Rips/11-5\title_t00.mkv:Chapter 09
11:5:32140000000:38350000000:10:H:/DetectiveConan/Rips/11-5\title_t00.mkv:Chapter 10
11:5:38350000000:46680000000:11:H:/DetectiveConan/Rips/11-5\title_t00.mkv:Chapter 11
11:5:46680000000:53240000000:12:H:/DetectiveConan/Rips/11-5\title_t00.mkv:Chapter 12
11:5:53240000000:54910000000:13:H:/DetectiveConan/Rips/11-5\title_t00.mkv:Chapter 13
11:5:54910000000:55330000000:14:H:/DetectiveConan/Rips/11-5\title_t00.mkv:Chapter 14
11:5:55330000000:56350000000:15:H:/DetectiveConan/Rips/11-5\title_t00.mkv:Chapter 15
11:5:56350000000:62020000000:16:H:/DetectiveConan/Rips/11-5\title_t00.mkv:Chapter 16
11:5:62020000000:67760000000:17:H:/DetectiveConan/Rips/11-5\title_t00.mkv:Chapter 17
