Season,Disk,Episode Number,Episode Title
18,06,546,The Witch Enshrouded by Fog (Part 2)
18,06,547,Two Days with the Culprit (First Day)
18,06,548,Two Days with the Culprit (Second Day)
18,07,549,The Revolving Sushi Mystery (Part 1)
18,07,550,The Revolving Sushi Mystery (Part 2)
18,07,551,The Culprit is Genta's Dad (Part 1)
18,07,552,The Culprit is Genta's Dad (Part 2)
18,08,554,Stork Mystery Tour (Ran's Search Chapter)
18,08,555,Stork Mystery Tour (Haruna's Pursuit Chapter)
18,08,556,Intersection of Fear
18,08,557,A Dangerous Party of Two
18,09,558,The Mansion of Death and the Red Wall (Three Visits) (Part 1)
18,09,559,The Mansion of Death and the Red Wall (Item in Hand) (Part 2)
18,09,560,The Mansion of Death and the Red Wall (The Late Koumei) (Part 3)
18,09,561,The Mansion of Death and the Red Wall (Empty Fort Strategy) (Part 4)
18,10,562,Rainbow Color Kidnapping
18,10,563,Detective Boys vs. Robber Group (Turmoil) (Part 1)
18,10,564,Detective Boys vs. Robber Group (Silence) (Part 2)
18,10,565,The Eyewitness Who Did Not See
19,01,566,The Partner is Santa-san
19,01,567,Murderous Intent Raining on an Outdoor Spa
19,01,568,“Inspector Shiratori, Memories of the Cherry Blossom (Part 1)“
19,01,569,“Inspector Shiratori, Memories of the Cherry Blossom (Part 2)“
19,02,570,The Crime with Zero Possibility to be Proven
19,02,571,Battle of the Haunted Warehouse's Treasure (Part 1)
19,02,572,Battle of the Haunted Warehouse's Treasure (Part 2)
19,02,577,The Truth Lit Up By the Fireflies
19,03,573,The Whereabouts of the Embarrassing Charm (Part 1)
19,03,574,The Whereabouts of the Embarrassing Charm (Part 2)
19,03,575,The Alibi of the Black Dress (Part 1)
19,03,576,The Alibi of the Black Dress (Part 2)
19,04,578,The Crisis Beckoned by the Red Omen
19,04,579,The Suggestion of Black Thirteen
19,04,580,The Black Time Limit Drawing Near
19,04,581,The Red Shaking Target
19,05,582,The Night the Zombie Died
19,05,583,Kobayashi-sensei's Love
19,05,584,Inspector Shiratori's Lost Love
19,05,585,Timeless Sakura's Love
19,06,586,The Kirin's Horn That Vanished into the Dark
19,06,587,Kid vs. the Four Divine Detective Boys
19,06,588,The Trap of the Rooftop Farm
19,06,591,The House with the Aquarium
19,07,589,The Worst Birthday (Part 1)
19,07,590,The Worst Birthday (Part 2)
19,07,592,The Detective Memoir of Monkey and Rake (Part 1)
19,07,593,The Detective Memoir of Monkey and Rake (Part 2)
19,08,594,The Seven Wonders of the Hiroshima Miyajima Tour (Miyajima Part)
19,08,595,The Seven Wonders of the Hiroshima Miyajima Tour (Hiroshima Part)
19,08,596,The Alibi of the Fall
19,08,599,A Friend of Justice
19,09,597,The Scenario of the Steaming Locked Room (Part 1)
19,09,598,The Scenario of the Steaming Locked Room (Part 2)
19,09,600,The Dream the Kappa Saw (Part 1)
19,09,601,The Dream the Kappa Saw (Part 2)
19,10,602,The Devil Hidden in the Tennis Court
19,10,603,The Séance's Double Locked Room Mystery Case (First Locked Room) (Part 1)
19,10,604,The Séance's Double Locked Room Mystery Case (Second Locked Room) (Part 2)
19,10,605,The Séance's Double Locked Room Mystery Case (Opened Locked Room) (Part 3)
20,01,606,Courtroom Confrontation IV∶ Juror Sumiko Kobayashi (Part 1)
20,01,607,Courtroom Confrontation IV∶ Juror Sumiko Kobayashi (Part 2)
20,01,608,White Day of Betrayal (Part 1)
20,01,609,White Day of Betrayal (Part 2)
20,02,610,The Victim is Shinichi Kudo
20,02,611,“Inubushi Castle, The Ablazed Demon Dog (Will-o'-The-Wisp Chapter)“
20,02,612,“Inubushi Castle, The Ablazed Demon Dog (Footsteps Chapter)“
20,02,613,“Inubushi Castle, The Ablazed Demon Dog (Chapter of Princess)“
20,03,614,The Secret Played by the Diary (Part 1)
20,03,615,The Secret Played by the Diary (Part 2)
20,03,616,Holmes’ Revelation (Holmes' Apprentice)
20,03,617,Holmes’ Revelation (Love is 0)
20,04,618,Holmes' Revelation (Satan)
20,04,619,Holmes' Revelation (Code Break)
20,04,620,Holmes’ Revelation (Grass Court Queen)
20,04,621,Holmes’ Revelation (0 is Start)
20,05,622,Emergency Situation 252 (Part 1)
20,05,623,Emergency Situation 252 (Part 2)
20,05,624,A Video Letter of First Love
20,05,631,What the Flower Clock Knew
20,06,625,The Screaming Operation Room (Part 1)
20,06,626,The Screaming Operation Room (Part 2)
20,06,627,Conan & Kid's Battle For Ryoma's Treasure (Part 1)
20,06,628,Conan & Kid's Battle For Ryoma's Treasure (Part 2)
20,07,629,The Promo Video Shooting Case (Part 1)
20,07,630,The Promo Video Shooting Case (Part 2)
20,07,632,The Guardian of Time's Sword (Part 1)
20,07,633,The Guardian of Time's Sword (Part 2)
20,08,634,The Super Narrow Shop Crime Scene
20,08,635,Beware of Dieting
20,08,636,The Most Useful School in the World Case (Part 1)
20,08,637,The Most Useful School in the World Case (Part 2)
20,09,638,Solving Mysteries at the Red Leaf Palace (Part 1)
20,09,639,Solving Mysteries at the Red Leaf Palace (Part 2)
20,09,640,The Memory Trip of the Eight Sketches (Okayama Part)
20,09,641,The Memory Trip of the Eight Sketches (Kurashiki Part)
20,10,642,Grabbing Karuta Cards in Dire Straits (Part 1)
20,10,643,Grabbing Karuta Cards in Dire Straits (Part 2)
20,10,644,“Ramen So Good, It's to Die For (Part 1)“
20,10,645,“Ramen So Good, It's to Die For (Part 2)“
21,01,646,Deduction Showdown at the Haunted Hotel (Part 1)
21,01,647,Deduction Showdown at the Haunted Hotel (Part 2)
21,01,651,“Conan vs. Heiji, Deduction Battle Between the Detectives of the East and West“
21,02,648,The Case of the Besieged Detective Agency (Outbreak) (Part 1)
21,02,649,The Case of the Besieged Detective Agency (Sniping) (Part 2)
21,02,650,The Case of the Besieged Detective Agency (Release) (Part 3)
21,02,658,The Hot Chocolate Trap
21,03,652,The Design of Poison and Mirage (EYE)
21,03,653,The Design of Poison and Mirage (S)
21,03,654,The Design of Poison and Mirage (Poison)
21,03,655,The Design of Poison and Mirage (Illusion)
21,04,656,The Professor's Video Site (Part 1)
21,04,657,The Professor's Video Site (Part 2)
21,04,659,Co-Investigating with a First Love (Part 1)
21,04,660,Co-Investigating with a First Love (Part 2)
21,05,661,Kogoro-san is a Good Man (Part 1)
21,05,662,Kogoro-san is a Good Man (Part 2)
21,05,663,Chase the Miyama Stag Beetle
21,05,664,The Great Dog Coeur's Triumph 2
21,06,665,The Suspicious Initial K
21,06,666,The Rainy Night Menace
21,06,667,Wedding Eve (Part 1)
21,06,668,Wedding Eve (Part 2)
21,07,669,The Dark Tower's Hidden Treasure (Part 1)
21,07,670,The Dark Tower's Hidden Treasure (Part 2)
21,07,677,The Footprintless Beach
21,07,680,Cactus Capriccio
21,08,671,Detectives' Nocturne (The Case) (Part 1)
21,08,672,Detectives' Nocturne (Kidnapping) (Part 2)
21,08,673,Detectives' Nocturne (Deduction) (Part 3)
21,08,674,Detectives' Nocturne (Bourbon) (Part 4)
21,09,675,Won't Forgive Even One Millimeter (Part 1)
21,09,676,Won't Forgive Even One Millimeter (Part 2)
21,09,678,Nagasaki Mystery Theatre (End of the Edo)
21,09,679,Nagasaki Mystery Theatre (Modern Time)
22,01,681,The Life-Threatening Broadcast of Love (Begin Broadcasting)
22,01,682,The Life-Threatening Broadcast of Love (Desperate Situation)
22,01,683,The Life-Threatening Broadcast of Love (Enter the Scene)
22,01,686,A Car Carrying a Time Bomb
22,02,684,“Froth, Steam, and Smoke (Part 1)“
22,02,685,“Froth, Steam, and Smoke (Part 2)“
22,02,687,The Unsolvable Ice Trap
22,02,688,Detective Takagi Finds 30 Million Yen
22,03,689,The Client's Message
22,03,690,Yusaku Kudo's Cold Case (Part 1)
22,03,691,Yusaku Kudo's Cold Case (Part 2)
22,03,694,The Missing Sweets in the Old Shop
22,04,692,The Evening Cherry Blossom Viewing Route on Sumida River (Part 1)
22,04,693,The Evening Cherry Blossom Viewing Route on Sumida River (Part 2)
22,04,695,The Roses in the Vineyard
22,04,696,The Flowerbed Vandal's Scheme
22,05,697,The Window at the Girls' School
22,05,698,Unbelievable! The Case of the Crashed UFO
22,05,699,The Shadow Approaching Haibara's Secret (Part 1)
22,05,700,The Shadow Approaching Haibara's Secret (Part 2)
22,06,701,The Jet-Black Mystery Train (Departure)
22,06,702,The Jet-Black Mystery Train (Tunnel)
22,06,703,The Jet-Black Mystery Train (Intersection)
22,06,704,The Jet-Black Mystery Train (Destination)
22,07,705,Conan in a Locked Room
22,07,706,Bourbon Figures It Out
22,07,707,The Framed Great Detective
22,07,708,The Man Who Fell Slowly
22,08,709,An Unconfirmed Shocking Case
22,08,710,Everyone Saw (Part 1)
22,08,711,Everyone Saw (Part 2)
22,08,718,The Devil's Circuit
22,09,712,Heiji Hattori and the Vampire Mansion (1)
22,09,713,Heiji Hattori and the Vampire Mansion (2)
22,09,714,Heiji Hattori and the Vampire Mansion (3)
22,09,715,Heiji Hattori and the Vampire Mansion (4)
23,01,716,Dancing Demon at the Noh Mask Mansion (Part 1)
23,01,717,Dancing Demon at the Noh Mask Mansion (Part 2)
23,01,719,A Dispute Over a Platinum Ticket
23,01,726,A Happy E-mail Brings Sadness
23,02,720,Fire and Water Mystery Tour (Aso Part)
23,02,721,Fire and Water Mystery Tour (Kumamoto Part)
23,02,722,Sweet and Cold Delivery Service (Part 1)
23,02,723,Sweet and Cold Delivery Service (Part 2)
23,03,724,Kaitou Kid and the Blush Mermaid (Part 1)
23,03,725,Kaitou Kid and the Blush Mermaid (Part 2)
23,03,727,The Treasure Chest Filled with Fruits (Part 1)
23,03,728,The Treasure Chest Filled with Fruits (Part 2)
23,04,729,“The Diamond, the Painting, and the Great Actress“
23,04,730,The Figure That Was Too Good
23,04,731,The Ex-Boyfriend Living Next to a Crime Scene (Part 1)
23,04,732,The Ex-Boyfriend Living Next to a Crime Scene (Part 2)
23,05,733,The Wedding Reception and the Two Gunshots
23,05,734,Jodie's Memories and the Cherry Blossom Viewing Trap
23,05,735,The Coded Invitation
23,06,736,The Secret of the Statue of Kogoro Mouri
23,06,737,The Suspicious Walking Path
23,06,738,Kogoro in the Bar (Part 1)
23,06,739,Kogoro in the Bar (Part 2)
24,01,740,Bathroom Where Ran Collapsed As Well (Part 1)
24,01,741,Bathroom Where Ran Collapsed As Well (Part 2)
24,01,742,Promise with a J-Leaguer
24,01,743,Two Coincidental Successes
24,02,744,The Suspect is Makoto Kyogoku (Part 1)
24,02,745,The Suspect is Makoto Kyogoku (Part 2)
24,02,746,Kaitou Kid VS Makoto Kyogoku (Part 1)
24,02,747,Kaitou Kid VS Makoto Kyogoku (Part 1)
24,03,748,Metropolitan Police Detective Love Story (Confession)
24,03,749,Metropolitan Police Detective Love Story (Truth)
24,03,750,The Man Who Was Betrayed by the Sea
24,03,753,The Blind Spot in the Share House
24,04,751,The Case of the Lucky Calico (Part 1)
24,04,752,The Case of the Lucky Calico (Part 2)
24,04,757,The Comedian Who Turned Himself In (Part 1)
24,04,758,The Comedian Who Turned Himself In (Part 2)
24,05,754,The Tragedy of the Red Woman (Steam)
24,05,755,The Tragedy of the Red Woman (Evil Spirit)
24,05,756,The Tragedy of the Red Woman (Revenge)
24,05,767,The Lover Gone Missing in a Snowstorm
24,06,759,The Romance Novel with the Unexpected Conclusion (Part 1)
24,06,760,The Romance Novel with the Unexpected Conclusion (Part 2)
24,06,761,Kaga Hyakumangoku Mystery Tour (Kanazawa Part)
24,06,762,Kaga Hyakumangoku Mystery Tour (Kaga Part)
24,07,S4,“Happy New Year, Kogoro Mouri (TV Special)“
24,07,765,Teimuzu River Kite Flying Case (Part 1)
24,07,766,Teimuzu River Kite Flying Case (Part 2)
24,07,768,Ai Haibara Imprisonment Case
24,08,763,“Conan and Heiji, Code of Love (Part 1)“
24,08,764,“Conan and Heiji, Code of Love (Part 2)“
24,08,769,The Troublesome Emergency Patient
24,08,774,Munch's Missing Scream
24,09,770,The Tense Tea Party (Part 1)
24,09,771,The Tense Tea Party (Part 2)
24,09,772,Shinichi Kudo's Aquarium Case (Part 1)
24,09,773,Shinichi Kudo's Aquarium Case (Part 2)
24,10,775,The Manipulated Great Detective (Part 1)
24,10,776,The Manipulated Great Detective (Part 2)
24,10,777,Detective Boys vs. Elderly Detective League
24,10,778,Mirage of the Disappearing Angel
25,01,779,The Scarlet Prologue (Part 1)
25,01,780,The Scarlet Pursuit (Part 2)
25,01,781,The Scarlet Intersection (Part 3)
25,01,782,The Scarlet Return (Part 4)
25,01,783,The Scarlet Truth (Part 5)
25,02,784,Welcome to Club Orihime
25,02,785,Taiko Meijin's Match of Love (Part 1)
25,02,786,Taiko Meijin's Match of Love (Part 2)
25,02,789,The Queen's Weather Forecast
25,03,787,The Mystery Sinking in the Midsummer Pool (Part 1)
25,03,788,The Mystery Sinking in the Midsummer Pool (Part 2)
25,03,790,Bekapon's Bleeding Service
25,03,791,Detective Takagi On the Run in Handcuffs
25,04,792,Three First Discoverers (Part 1)
25,04,793,Three First Discoverers (Part 2)
25,04,794,Bodyguard Kogoro Mouri
25,04,795,The Secret of the Missing Young Lady
25,05,796,The Lovebirds' Ruse
25,05,797,The Dreaming Girl's Confused Deduction
25,05,798,The Moving Target
25,05,799,Detective Boys' Locked Room Mystery Battle
25,06,800,After That Hundred Million Yen
25,06,801,Tottori Sand Dunes Mystery Tour (Kurayoshi Part) (Part 1)
25,06,802,Tottori Sand Dunes Mystery Tour (Tottori Part) (Part 2)
25,06,803,The Pitfall of Fire Precautions
25,07,804,Conan and Ebizo's Kabuki Jūhachiban Mystery (Part 1)
25,07,805,Conan and Ebizo's Kabuki Jūhachiban Mystery (Part 2)
25,08,806,The Ventriloquist's Illusion (Part 1)
25,08,807,The Ventriloquist's Illusion (Part 2)
25,08,808,The Kamaitachi Inn (Part 1)
25,08,809,The Kamaitachi Inn (Part 2)
25,09,810,The Darkness of the Prefectural Police (Part 1)
25,09,811,The Darkness of the Prefectural Police (Part 2)
25,09,812,The Darkness of the Prefectural Police (Part 3)
25,09,813,The Shadow Approaching Amuro
25,10,814,The Actress Blogger's Locked Room Case (Part 1)
25,10,815,The Actress Blogger's Locked Room Case (Part 2)
25,10,816,The Disappointing and Kind Alien
25,10,817,The Missing Fiancée
26,01,818,Kogoro's Pursuit of Rage (Part 1)
26,01,819,Kogoro's Pursuit of Rage (Part 2)
26,01,820,The Seven People in the Waiting Room
26,01,821,The Hidden Secret of Dongaraji Temple
26,02,822,The Suspects Are a Passionate Couple (Part 1)
26,02,823,The Suspects Are a Passionate Couple (Part 2)
26,02,824,The Detective Boys Get Out of the Rain
26,02,825,The Tidal Park Comeback Case
26,03,826,“The Beauty, The Lies, and The Secrets“
26,03,827,“Ramen So Good, It's to Die For 2 (Part 1)“
26,03,828,“Ramen So Good, It's to Die For 2 (Part 2)“
26,03,829,The Mysterious Boy
26,04,830,A Cottage Surrounded by Zombies (Part 1)
26,04,831,A Cottage Surrounded by Zombies (Part 2)
26,04,832,A Cottage Surrounded by Zombies (Part 3)
26,04,833,The Great Detective's Weakness
26,05,834,The Man Who Died Twice (Part 1)
26,05,835,The Man Who Died Twice (Part 2)
26,05,836,The Unfriendly Girls Band (Part 1)
26,05,837,The Unfriendly Girls Band (Part 2)
26,06,838,Mysterious Case in a Hot Air Balloon
26,06,839,You Can Hear The Tengu's Voice
26,06,840,The Last Gift
26,06,841,The Rainy Bus Stop
26,07,842,Turning Point on a Driving Date
26,07,843,The Detective Boys in a Grove (Part 1)
26,07,844,The Detective Boys in a Grove (Part 2)
26,07,855,The Mystery of the Vanished Black Belt
26,08,845,Conan Cornered in the Darkness (Part 1)
26,08,846,Conan Cornered in the Darkness (Part 2)
26,08,847,Chiba's Difficult UFO Case (Part 1)
26,08,848,Chiba's Difficult UFO Case (Part 2)
26,09,849,The Marriage Registration's Password (Part 1)
26,09,850,The Marriage Registration's Password (Part 2)
26,09,851,The Descent Into Hell Tour of Love (Beppu Chapter)
26,09,852,The Descent Into Hell Tour of Love (Oita Chapter)
26,10,853,Memories from Sakura Class (Ran GIRL)
26,10,854,Memories from Sakura Class (Shinichi BOY)
26,10,856,The Secret of the Celebrity Couple
26,10,859,The Dark Mountain Route
27,01,857,The Shifting Mystery of Beika City (Part 1)
27,01,858,The Shifting Mystery of Beika City (Part 2)
27,01,860,The Security System's Pitfall
27,01,865,The Foul-Mouthed Myna Bird
27,02,861,Just Like a 17 Years Old Crime Scene (Part 1)
27,02,862,Just Like a 17 Years Old Crime Scene (Part 2)
27,02,863,The Spirit Detective's Murder (Part 1)
27,02,864,The Spirit Detective's Murder (Part 2)
27,03,866,The Traitor's Stage (Part 1)
27,03,867,The Traitor's Stage (Part 2)
27,03,869,Conan Disappeared on the Cliff (Part 1)
27,03,870,Conan Disappeared on the Cliff (Part 2)
27,04,871,The Nobunaga 450 Case
27,04,872,Conan and Heiji's Nue Legend (Squealing)
27,04,873,Conan and Heiji's Nue Legend (Claw)
27,04,874,Conan and Heiji's Nue Legend (Resolution)
27,05,868,The Whistling Bookstore
27,05,875,The Mysterious Prophetic Buddha
27,05,876,The Mechanical Witness
27,05,877,A Pair of Crossing Fates
27,06,878,The Blind Spot in the Dressing Room (Part 1)
27,06,879,The Blind Spot in the Dressing Room (Part 2)
27,06,881,The Wizard of the Ripples (Part 1)
27,06,882,The Wizard of the Ripples (Part 2)
27,07,883,The Pop-up Book Bomber (Part 1)
27,07,884,The Pop-up Book Bomber (Part 2)
27,07,885,Solving Mysteries at the Poirot Café (Part 1)
27,07,886,Solving Mysteries at the Poirot Café (Part 2)
27,08,887,Kaitou Kid and the Trick Box (Part 1)
27,08,888,Kaitou Kid and the Trick Box (Part 2)
27,08,889,The New Teacher's Skeleton Case (Part 1)
27,08,890,The New Teacher's Skeleton Case (Part 2)
27,09,891,Bakumatsu Revolution Mystery Tour (Yamaguchi Arc)
27,09,892,Bakumatsu Revolution Mystery Tour (Hagi Arc)
27,09,894,The Tokyo-Style Detective Show Next Door (Part 1)
27,09,895,The Tokyo-Style Detective Show Next Door (Part 2)
27,10,880,The Detective Boys and the Ghost Mansion
27,10,893,The Mystery of the Michelin Starred Restaurant
27,10,896,The Woman with White Hands (Part 1)
27,10,897,The Woman with White Hands (Part 2)
28,01,898,The Melting Cake!
28,01,899,The Real Culprit's Scream
28,01,900,Solving Mysteries in a Locked Room
28,01,903,Birds of a Feather at Loggerheads
28,02,901,Lawyer Kisaki's SOS (Part 1)
28,02,902,Lawyer Kisaki's SOS (Part 2)
28,02,905,Eyewitness Testimony Seven Years Later (Part 1)
28,02,906,Eyewitness Testimony Seven Years Later (Part 2)
28,03,904,Result of the Draw
28,03,907,The J League Bodyguard
28,03,908,Friendship Washed Away in the Riverbed
28,03,911,The Job Request from Inspector Megure
28,04,909,Mystery of the Burning Tent (Part 1)
28,04,910,Mystery of the Burning Tent (Part 2)
28,04,913,Conan Kidnapped (Part 1)
28,04,914,Conan Kidnapped (Part 2)
28,05,912,The Detective Boys Become Models
28,05,915,High School Girl Detective Sonoko Suzuki
28,05,916,The Kendo Tournament of Love and Mystery (Part 1)
28,05,917,The Kendo Tournament of Love and Mystery (Part 2)
28,06,918,The Mini Patrol Car Police's Big Chase
28,06,919,The High School Girl Trio's Secret Café (Part 1)
28,06,920,The High School Girl Trio's Secret Café (Part 2)
28,06,921,The Murderous Carpool
28,07,922,The Disappeared Detective Boys
28,07,923,A Day Without Conan
28,07,924,The Sun Sets in Tangerine Fields
28,07,935,The Fortuneteller and the Three Customers‎
28,08,925,The Heartfelt Strap (Part 1)
28,08,926,The Heartfelt Strap (Part 2)
28,08,929,A Woman Standing by the Window (Part 1)
28,08,930,A Woman Standing by the Window (Part 2)
29,01,927,The Scarlet School Trip (Bright Red Arc) (1 Hour Special)
29,01,928,The Scarlet School Trip (Red Love Arc) (1 Hour Special)
29,02,931,The Northern Kyushu Mystery Tour (Kokura Arc)
29,02,932,The Northern Kyushu Mystery Tour (Moji Arc)
29,02,933,Thoroughbred Kidnapping Case (Part 1)
29,02,934,Thoroughbred Kidnapping Case (Part 2)
29,03,936,Intrigue at the Food Court
29,03,937,The Killer Fist of Talos (Part 1)
29,03,938,The Killer Fist of Talos (Part 2)
29,03,939,The Dangerous Fossil Finding Trip
29,04,940,The Missing Girlfriend
29,04,941,Search for Maria-chan! (Part 1)
29,04,942,Search for Maria-chan! (Part 2)
29,04,943,The Tokyo Barls Collection
29,05,944,The Cost of Likes (Part 1)
29,05,945,The Cost of Likes (Part 2)
29,05,946,The Cursed Tears of Borgia (Part 1)
29,05,947,The Cursed Tears of Borgia (Part 2)
29,06,948,The Man Crushed by a Dinosaur
29,06,949,The Radio Questions and Concerns Show (Challenge Arc)
29,06,950,The Radio Questions and Concerns Show (Solution Arc)
29,06,951,The Whistling Bookstore 2
29,07,952,The Unsolved Cocktail Case (Part 1)
29,07,953,The Unsolved Cocktail Case (Part 2)
29,07,954,The Unsolved Cocktail Case (Part 3)
29,07,955,The Secret of the Insect Man
29,08,956,The Mystery-Solving Water Taxi (Part 1)
29,08,957,The Mystery-Solving Water Taxi (Part 2)
29,08,958,The Poodle and the Shotgun (Part 1)
29,08,959,The Poodle and the Shotgun (Part 2)
30,01,960,Miss Lonely and the Detective Boys
30,01,961,The Glamping Mystery
30,01,969,The Young Kaga Lady's Mystery Tour (Part 1)
30,01,970,The Young Kaga Lady's Mystery Tour (Part 2)
30,02,962,Kogoro Mouri's Grand Lecture (Part 1)
30,02,963,Kogoro Mouri's Grand Lecture (Part 2)
30,02,964,Kogoro Mouri's Grand Lecture (Part 3)
30,02,975,The Secret of the Search for his Wife
30,03,965,Kaiju Gomera vs. Kamen Yaiba (Prologue)
30,03,966,Kaiju Gomera vs. Kamen Yaiba (Interlude)
30,03,967,Kaiju Gomera vs. Kamen Yaiba (Climax)
30,03,968,Kaiju Gomera vs. Kamen Yaiba (Finale)
30,04,971,The Target is the Metropolitan Police Traffic Department (Part 1)
30,04,972,The Target is the Metropolitan Police Traffic Department (Part 2)
30,04,973,The Target is the Metropolitan Police Traffic Department (Part 3)
30,04,974,The Target is the Metropolitan Police Traffic Department (Part 4)
30,05,976,Follow Them! Detective Taxi
30,05,977,The Broken Fishbowl
30,05,978,The Case On the Opposite Shore
30,05,979,Leading a Detective Around By the Nose
30,06,980,An Encouragement of the Perfect Crime
30,06,981,Welcome to Bocchan Restaurant (Part 1)
30,06,982,Welcome to Bocchan Restaurant (Part 2)
30,06,987,The Company Dissolution Party
30,07,983,Kid vs. Komei∶ The Targeted Lips (Part 1)
30,07,984,Kid vs. Komei∶ The Targeted Lips (Part 2)
30,07,985,The Two Faces (Part 1)
30,07,986,The Two Faces (Part 2)
30,08,988,The Feuding Girls
30,08,989,The Case of Ayumi's Illustrated Diary
30,08,990,The Automatic Tragedy (Part 1)
30,08,991,The Automatic Tragedy (Part 2)
30,09,992,Murder at the Townhouse Café
30,09,993,Makoto Kyogoku the Understudy (Part 1)
30,09,994,Makoto Kyogoku the Understudy (Part 2)
30,09,995,Makoto Kyogoku the Understudy (Part 3)
30,10,996,The Skilled Hawk Hides His Crime
30,10,997,Intrigue at Smile Village
30,10,998,The Frying Pan of Hatred
30,10,999,Troublesome Kindness
31,01,1000,The Moonlight Sonata Murder (Part 1)
31,01,1001,The Moonlight Sonata Murder (Part 2)
31,01,1002,The Beika City Shopping Center Garbage Bin Mystery
31,01,1006,Who Poisoned the Victim
31,02,1003,The 36-Cell Perfect Game (Part 1)
31,02,1004,The 36-Cell Perfect Game (Part 2)
31,02,1005,The 36-Cell Perfect Game (Part 3)
31,02,1009,The Lost Article That Smells Like a Case
31,03,1007,Out for Revenge (Part 1)
31,03,1008,Out for Revenge (Part 2)
31,03,1010,The Idol Whose Smile Disappeared
31,03,1013,The Man Who Loved Too Much
31,04,1011,Picking Wild Plants and Clovers (Part 1)
31,04,1012,Picking Wild Plants and Clovers (Part 2)
31,04,1014,The Novelist Known as the Demon King
31,04,1015,Stakeout
31,05,1016,The Monorail Sniper Case (Part 1)
31,05,1017,The Monorail Sniper Case (Part 2)
31,05,1021,Rondo in Bad Company
31,05,1022,The Cursed Museum
